fecha;NUMERO DE VIAJES (HOJA DE DISTRIB);REPARTO;UNIDAD;PUNTO DE PARTIDA;TIPO DE FLOTA (Propio o Tercero);PESO REQUERIDO;PESO ENTREGADO;PESO ENTREGADO A TIEMPO;NRO ENTREGAS EFECTUADAS (Nro Guias);NRO ENTREGAS RECHAZADAS (Nro Guias);CONSUMO D2;H. SALIDA;FLETE;H.INGRESO;TIEMPO REPARTO;KM INICIAL;KM FINAL;KM RECORRIDO (KM Inicial - KM Final);KM/GL;;;;;;;;;
02/12/2022;67762;JAEN;SMG-875;Cajamarca, Perú;Propia;2147,80;2147,80;100%;13;0;1,271;18:41:00;S/ 1.261,05;20:30:00;;71921;71951;30;23,60;;;;;;;;;
02/12/2022;67702;FUNDO;KLM-532;Trujillo,  Perú;Propia;7088,00;7088,00;100%;2;0;22,841;4:47:00;S/ 1.799,99;18:40:00;;572454;572790;336;14,71;;;;;;;;;
02/12/2022;67696;LOCAL;BRL-549;Chiclayo, Perú;Propia;3602,70;3602,70;100%;14;0;3,391;8:55:00;S/ 1.338,59;13:40:00;;177014;177060;46;13,57;;;;;;;;;
02/12/2022;67786;LOCAL;BRL-549;Chiclayo, Perú;Propia;2417,60;2083,60;86%;12;7;3,097;15:25:00;S/ 918,90;19:52:00;;177060;177102;42;13,56;;;;;;;;;
02/12/2022;67690;LOCAL;DIP-028;Chiclayo, Perú;Propia;6640,00;6640,00;100%;5;0;0,853;9:05:00;S/ 1.660,00;13:30:00;;97927;97946;19;22,27;;;;;;;;;
02/12/2022;0;RECOJO;DIP-028;Chiclayo, Perú;Propia;0,00;0,00;0%;0;0;0,853;16:25:00;S/ 0,00;18:15:00;;97946;97964;18;21,10;;;;;;;;;
02/12/2022;0;RECOJO;M14-016;Chiclayo, Perú;Propia;0,00;0,00;0%;0;0;2,841;14:16:00;S/ 0,00;18:20:00;;190945;191010;65;22,88;;;;;;;;;
03/12/2022;0;TOTTUS;M14-016;Chiclayo, Perú;Propia;16,00;16,00;100%;2;0;4,231;7:20:00;S/ 0,00;16:45:00;;191010;191096;86;20,33;;;;;;;;;
03/12/2022;67827;LOCAL;KLM-532;Trujillo,  Perú;Propia;368,00;368,00;100%;1;0;19,201;7:20:00;S/ 128,80;20:40:00;;572790;573036;246;12,81;;;;;;;;;
03/12/2022;0;TOTTUS;AKM-892;Piura, Perú;Propia;16,00;16,00;100%;0;0;3,570;7:20:00;S/ 0,00;16:02:00;;143151;143224;73;20,45;;;;;;;;;
03/12/2022;67826;FUNDO;SMG-875;Cajamarca, Perú;Propia;3706,20;3706,20;100%;13;0;6,778;5:30:00;S/ 1.906,98;15:20:00;;71951;72130;179;26,41;;;;;;;;;
03/12/2022;67831;LOCAL;DIP-028;Chiclayo, Perú;Propia;1635,00;1635,00;100%;6;0;1,672;9:25:00;S/ 673,87;10:46:00;;97964;98003;39;23,33;;;;;;;;;
03/12/2022;67842;LOCAL;DIP-028;Chiclayo, Perú;Propia;695,00;695,00;100%;1;0;0,514;11:20:00;S/ 407,00;12:40:00;;98003;98015;12;23,35;;;;;;;;;
03/12/2022;67825;FUNDO;PMN-125;Trujillo,  Perú;Propia;408,00;408,00;100%;2;0;4,836;5:25:00;S/ 203,99;12:05:00;;76107;76257;150;31,02;;;;;;;;;
03/12/2022;67841;LOCAL;BRL-549;Chiclayo, Perú;Propia;3553,84;3553,84;100%;18;0;2,648;10:10:00;S/ 1.480,00;14:40:00;;177102;177165;63;23,79;;;;;;;;;
05/12/2022;67913;FUNDO;KLM-532;Trujillo,  Perú;Propia;5495,60;5495,60;100%;2;0;10,106;4:50:00;S/ 1.830,18;13:25:00;;573036;573188;152;15,04;;;;;;;;;
05/12/2022;67933;FUNDO;KLM-532;Trujillo,  Perú;Propia;8514,00;8514,00;100%;2;0;3,856;16:10:00;S/ 3.615,61;20:51:00;;573188;573246;58;15,04;;;;;;;;;
05/12/2022;0;TOTTUS;AKM-892;Piura, Perú;Propia;24,00;24,00;100%;0;0;5,394;17:56:00;S/ 0,00;19:15:00;;143224;143322;98;18,17;;;;;;;;;
05/12/2022;67950;LOCAL;SMG-875;Cajamarca, Perú;Propia;83,76;83,76;100%;1;0;0,799;17:12:00;S/ 304,99;18:27:00;;72130;72161;31;38,80;;;;;;;;;
05/12/2022;67914;FUNDO;M14-016;Chiclayo, Perú;Propia;4600,00;4600,00;100%;1;0;16,211;4:50:00;S/ 0,00;19:01:00;;191096;191416;320;19,74;;;;;;;;;
05/12/2022;67920;LOCAL;BRL-549;Chiclayo, Perú;Propia;3066,00;2308,00;75%;28;2;1,471;10:30:00;S/ 1.232,04;13:52:00;;177165;177200;35;23,79;;;;;;;;;
05/12/2022;67980;LOCAL;BRL-549;Chiclayo, Perú;Propia;4137,50;4024,60;97%;10;3;1,933;16:00:00;S/ 1.950,11;20:10:00;;177200;177246;46;23,80;;;;;;;;;
05/12/2022;67927;LOCAL;DIP-028;Chiclayo, Perú;Propia;1739,90;1739,90;100%;12;1;1,764;0:00:00;S/ 753,02;13:25:00;;98015;98064;49;27,78;;;;;;;;;
05/12/2022;67929;LOCAL;PMN-125;Trujillo,  Perú;Propia;3427,62;3427,62;100%;18;0;0,989;0:00:00;S/ 1.337,30;0:00:00;;76257;76286;29;29,32;;;;;;;;;
05/12/2022;67978;LOCAL;PMN-125;Lima, Perú;Propia;3117,73;3117,73;100%;10;0;1,363;0:00:00;S/ 1.328,16;0:00:00;;76286;76326;40;29,35;;;;;;;;;
06/12/2022;68042;FUNDO;SMG-875;Callao, Perú;Propia;380,00;380,00;100%;1;0;3,868;6:35:00;S/ 320,00;11:23:00;;72161;72285;124;32,06;;;;;;;;;
06/12/2022;68069;LOCAL;SMG-875;Arequipa, Perú;Propia;1460,00;1460,00;100%;1;0;0,624;14:06:00;S/ 364,99;15:36:00;;72285;72305;20;32,05;;;;;;;;;
06/12/2022;68098;LOCAL;SMG-875;Trujillo, Perú;Propia;1921,51;1650,60;86%;10;3;1,092;16:30:00;S/ 1.094,82;19:05:00;;72305;72340;35;32,05;;;;;;;;;
06/12/2022;68044;LOCAL;KLM-532;Chiclayo, Perú;Propia;3696,00;3696,00;100%;1;0;3,081;11:13:00;S/ 2.386,99;14:14:00;;573246;573289;43;13,96;;;;;;;;;
06/12/2022;38097;LOCAL;KLM-532;Chimbote, Perú;Propia;6219,00;6219,00;100%;2;0;1,075;0:00:00;S/ 1.741,32;0:00:00;;573289;573304;15;13,95;;;;;;;;;
06/12/2022;68041;FUNDO;AKM-892;Piura, Perú;Propia;3185,20;3185,00;100%;4;0;8,488;5:30:00;S/ 1.112,07;16:28:00;;143322;143523;201;23,68;;;;;;;;;
06/12/2022;68103;LOCAL;AKM-892;Cusco, Perú;Propia;4246,00;4246,00;100%;1;0;0,887;17:13:00;S/ 1.698,39;19:05:00;;143523;143544;21;23,68;;;;;;;;;
06/12/2022;68030;LOCAL;DIP-028;Huancayo, Perú;Propia;4200,00;4200,00;100%;5;0;0,958;8:20:00;S/ 1.050,01;11:55:00;;98064;98089;25;26,10;;;;;;;;;
06/12/2022;68082;LOCAL;DIP-028;Iquitos, Perú;Propia;1485,15;1105,00;74%;8;4;1,533;15:10:00;S/ 661,79;19:05:00;;98089;98129;40;26,09;;;;;;;;;
06/12/2022;68033;LOCAL;PMN-125;Pucallpa, Perú;Propia;5900,00;5900,00;100%;6;0;2,353;8:16:00;S/ 1.474,98;13:26:00;;76326;76380;54;22,95;;;;;;;;;
06/12/2022;68076;LOCAL;BRL-549;Juliaca, Perú;Propia;4099,50;2911,35;71%;35;4;3,199;9:38:00;S/ 1.687,69;14:30:00;;177246;177292;46;14,38;;;;;;;;;
06/12/2022;68092;LOCAL;BRL-549;Tacna, Perú;Propia;2303,16;2257,16;98%;6;1;2,990;16:16:00;S/ 984,37;20:00:00;;177292;177335;43;14,38;;;;;;;;;
06/12/2022;68040;FUNDO;M14-016;Ica, Perú;Propia;4297,00;4297,00;100%;3;0;16,638;5:30:00;S/ 1.937,34;19:00:00;;191416;191742;326;19,59;;;;;;;;;
07/12/2022;68261;LOCAL;SMG-875;Tarapoto, Perú;Propia;1515,50;1515,50;100%;19;0;1,039;16:10:00;S/ 726,05;19:00:00;;72340;72358;18;17,32;;;;;;;;;
07/12/2022;68160;LOCAL;SMG-875;Ayacucho, Perú;Propia;621,00;621,00;100%;1;0;0,288;9:00:00;S/ 1.298,00;11:20:00;;72358;72363;5;17,36;;;;;;;;;
07/12/2022;68171;FUNDO;KLM-532;Cajamarca, Perú;Propia;11330,00;11330,00;100%;1;0;18,940;4:30:00;S/ 0,00;20:00:00;;573304;573594;290;15,31;;;;;;;;;
07/12/2022;68172;FUNDO;DIP-028;Huacho, Perú;Propia;4400,00;4400,00;100%;1;0;8,666;4:30:00;S/ 0,00;20:05:00;;98129;98420;291;33,58;;;;;;;;;
07/12/2022;0;TOTTUS;M14-016;Huánuco, Perú;Propia;16,00;16,00;100%;0;0;4,638;7:40:00;S/ 0,00;18:00:00;;191742;191837;95;20,48;;;;;;;;;
07/12/2022;0;RECOJO;M14-016;Paita, Perú;Propia;0,00;0,00;0%;0;0;1,625;18:25:00;S/ 0,00;19:34:00;;191837;191873;36;22,15;;;;;;;;;
07/12/2022;0;TOTTUS;AKM-892;Sullana, Perú;Propia;24,00;24,00;100%;0;0;7,042;7:30:00;S/ 0,00;19:34:00;;143544;143631;87;12,35;;;;;;;;;
07/12/2022;68175;LOCAL;BRL-549;Huaycan, Perú;Propia;3052,50;3052,50;100%;21;3;2,000;0:00:00;S/ 1.474,18;0:00:00;;177335;177373;38;19,00;;;;;;;;;
07/12/2022;68262;LOCAL;BRL-549;Barranca, Perú;Propia;3494,50;3494,50;100%;12;0;3,000;0:00:00;S/ 1.761,79;0:00:00;;177373;177430;57;19,00;;;;;;;;;
08/12/2022;0;TOTTUS;M14-016;Puno, Perú;Propia;16,00;16,00;100%;0;0;6,321;7:27:00;S/ 0,00;18:30:00;;191873;192013;140;22,15;;;;;;;;;
08/12/2022;0;TOTTUS;AKM-892;San Ignacio, Perú;Propia;24,00;24,00;100%;0;0;14,972;7:00:00;S/ 0,00;0:00:00;;143631;143959;328;21,91;;;;;;;;;
09/12/2022;0;TOTTUS;M14-016;Huaraz, Perú;Propia;8,00;8,00;100%;0;0;2,951;7:30:00;S/ 0,00;17:33:00;;192013;192068;55;18,64;;;;;;;;;
09/12/2022;0;TOTTUS;KLM-532;Pisco, Perú;Propia;8,00;8,00;100%;0;0;18,977;7:05:00;S/ 0,00;15:40:00;;573594;573840;246;12,96;;;;;;;;;
10/12/2022;68322;LOCAL;AKM-892;Tumbes, Perú;Propia;5115,00;1391,00;27%;3;4;2,783;10:00:00;S/ 2.202,65;14:36:00;;143959;144003;44;15,81;;;;;;;;;
10/12/2022;68317;LOCAL;SMG-875;Chosica, Perú;Propia;1422,90;1248,90;88%;13;2;2,617;9:00:00;S/ 573,31;12:49:00;;72363;72417;54;20,63;;;;;;;;;
10/12/2022;68330;LOCAL;PMN-125;Puerto Maldonado, Perú;Propia;1933,75;1933,75;100%;19;0;3,572;9:10:00;S/ 851,35;13:45:00;;76380;76462;82;22,96;;;;;;;;;
10/12/2022;68312;LOCAL;DIP-028;Abancay, Perú;Propia;1926,00;1926,00;100%;1;0;0,405;7:50:00;S/ 925,66;8:35:00;;98420;98429;9;22,22;;;;;;;;;
10/12/2022;68320;LOCAL;DIP-028;Moquegua, Perú;Propia;2139,00;2139,00;100%;4;0;0,766;9:50:00;S/ 778,13;11:46:00;;98429;98446;17;22,19;;;;;;;;;
10/12/2022;;RECOJO;DIP-028;Víctor Larco Herrera, Perú;Propia;0,00;0,00;0%;0;0;0,721;12:00:00;S/ 0,00;13:20:00;;98446;98462;16;22,19;;;;;;;;;
10/12/2022;68311;LOCAL;KLM-532;Cerro de Pasco, Perú;Propia;5601,00;5601,00;100%;1;0;7,093;9:55:00;S/ 2.128,37;12:02:00;;573840;573871;31;4,37;;;;;;;;;
10/12/2022;68326;LOCAL;BRL-549;Moyobamba, Perú;Propia;3479,20;3479,20;100%;16;0;2,495;9:00:00;S/ 1.668,31;12:26:00;;177430;177460;30;12,02;;;;;;;;;
10/12/2022;68375;LOCAL;BRL-549;Huancavelica, Perú;Propia;2684,00;2657,00;99%;22;1;2,495;14:30:00;S/ 1.117,90;17:07:00;;177460;177492;32;12,83;;;;;;;;;
12/12/2022;68404;LOCAL;DIP-028;Camaná, Perú;Propia;84,00;84,00;100%;1;0;0,715;10:05:00;S/ 183,70;11:45:00;;98462;98478;16;22,38;;;;;;;;;
12/12/2022;68437;LOCAL;DIP-028;Chancay, Perú;Propia;1732,00;1732,00;100%;1;0;0,938;14:35:00;S/ 744,74;19:11:00;;98478;98499;21;22,39;;;;;;;;;
12/12/2022;68408;FUNDO;AKM-892;Chachapoyas, Perú;Propia;6403,00;6403,00;100%;5;0;2,213;10:24:00;S/ 2.458,44;15:03:00;;144003;144038;35;15,82;;;;;;;;;
12/12/2022;68454;LOCAL;AKM-892;Ferreñafe, Perú;Propia;3951,00;3951,00;100%;6;2;3,162;16:00:00;S/ 1.331,73;19:52:00;;144038;144088;50;15,81;;;;;;;;;
12/12/2022;68402;LOCAL;PMN-125;Moche, Perú;Propia;3106,01;3106,01;100%;25;0;0,972;9:34:00;S/ 1.281,64;13:20:00;;76462;76490;28;28,81;;;;;;;;;
12/12/2022;68446;LOCAL;PMN-125;Jauja, Perú;Propia;1033,00;1031,00;100%;16;2;0,764;14:58:00;S/ 552,42;17:48:00;;76490;76512;22;28,80;;;;;;;;;
12/12/2022;68397;FUNDO;M14-016;Pacasmayo, Perú;Propia;4020,00;4020,00;100%;1;0;13,720;4:40:00;S/ 1.552,50;17:50:00;;192068;192382;314;22,89;;;;;;;;;
12/12/2022;68396;FUNDO;KLM-532;Monsefú, Perú;Propia;9522,00;9522,00;100%;3;0;9,783;4:40:00;S/ 2.357,98;13:42:00;;573871;574031;160;16,35;;;;;;;;;
12/12/2022;68438;LOCAL;KLM-532;Zarumilla, Perú;Propia;5601,00;5601,00;100%;1;0;1,712;15:26:00;S/ 2.128,37;17:44:00;;574031;574059;28;16,36;;;;;;;;;
12/12/2022;68415;LOCAL;SMG-875;Puerto Pimentel, Perú;Propia;1497,00;1497,00;100%;5;0;1,400;9:30:00;S/ 630,07;12:06:00;;72417;72452;35;25,00;;;;;;;;;
12/12/2022;68440;LOCAL;SMG-875;Concepción, Perú;Propia;2321,82;2321,62;100%;7;1;1,560;14:42:00;S/ 1.059,24;18:05:00;;72452;72491;39;25,00;;;;;;;;;
12/12/2022;68405;LOCAL;BRL-549;Chupaca, Perú;Propia;4455,00;4455,00;100%;7;0;1,518;9:10:00;S/ 1.919,90;11:00:00;;177492;177524;32;21,08;;;;;;;;;
12/12/2022;68412;LOCAL;BRL-549;Chiclayo, Perú;Propia;6097,00;6097,00;100%;2;0;1,565;11:30:00;S/ 2.618,73;13:20:00;;177524;177557;33;21,09;;;;;;;;;
12/12/2022;68447;LOCAL;BRL-549;Chiclayo, Perú;Propia;3076,75;3028,95;98%;27;1;2,371;15:35:00;S/ 1.863,14;19:38:00;;177557;177607;50;21,09;;;;;;;;;
13/12/2022;0;TOTTUS;AKM-892;Piura, Perú;Propia;24,00;2,00;8%;0;0;4,953;7:30:00;S/ 0,00;6:53:00;;144088;144113;25;5,05;;;;;;;;;
13/12/2022;0;TOTTUS;KLM-532;Trujillo,  Perú;Propia;8,00;8,00;100%;0;0;18,529;7:00:00;S/ 0,00;19:20:00;;574059;574304;245;13,22;;;;;;;;;
13/12/2022;0;TOTTUS;M14-016;Chiclayo, Perú;Propia;24,00;24,00;100%;0;0;5,887;7:16:00;S/ 0,00;19:22:00;;192382;192520;138;23,44;;;;;;;;;
13/12/2022;68508;LOCAL;BRL-549;Chiclayo, Perú;Propia;2857,40;2857,40;100%;14;0;3,693;8:13:00;S/ 1.095,01;13:00:00;;177607;177671;64;17,33;;;;;;;;;
13/12/2022;68520;LOCAL;BRL-549;Chiclayo, Perú;Propia;3365,00;3364,00;100%;6;1;1,846;14:50:00;S/ 1.581,08;17:00:00;;177671;177703;32;17,33;;;;;;;;;
13/12/2022;68512;FUNDO;PMN-125;Trujillo,  Perú;Propia;1968,00;1968,00;100%;1;0;9,339;5:16:00;S/ 984,00;15:10:00;;76512;76772;260;27,84;;;;;;;;;
13/12/2022;68534;LOCAL;PMN-125;Trujillo,  Perú;Propia;1559,00;1120,00;72%;1;2;2,227;15:45:00;S/ 496,35;18:10:00;;76772;76834;62;27,84;;;;;;;;;
13/12/2022;68499;LOCAL;DIP-028;Chiclayo, Perú;Propia;5480,00;5480,00;100%;4;0;1,821;8:25:00;S/ 1.625,49;12:55:00;;98499;98551;52;28,56;;;;;;;;;
13/12/2022;68527;LOCAL;DIP-028;Chiclayo, Perú;Propia;4500,00;4500,00;100%;3;0;0,701;15:00:00;S/ 974,99;18:00:00;;98551;98571;20;28,53;;;;;;;;;
13/12/2022;68500;LOCAL;SMG-875;Cajamarca, Perú;Propia;5080,00;5080,00;100%;5;0;1,482;8:40:00;S/ 1.269,99;13:00:00;;72491;72530;39;26,32;;;;;;;;;
13/12/2022;68519;FUNDO;SMG-875;Cajamarca, Perú;Propia;2315,00;2315,00;100%;2;0;1,937;14:10:00;S/ 510,30;18:00:00;;72530;72581;51;26,33;;;;;;;;;
14/12/2022;68590;LOCAL;BRL-549;Chiclayo, Perú;Propia;1542,37;1542,37;100%;11;0;2,375;9:00:00;S/ 659,05;12:32:00;;177703;177756;53;22,32;;;;;;;;;
14/12/2022;0;RECOJO;BRL-549;Chiclayo, Perú;Propia;0,00;0,00;0%;0;0;1,972;16:45:00;S/ 0,00;18:06:00;;177756;177800;44;22,31;;;;;;;;;
14/12/2022;68655;FUNDO;PMN-125;Trujillo,  Perú;Propia;2090,00;2090,00;100%;2;0;2,174;5:20:00;S/ 0,00;8:52:00;;76834;76943;109;50,15;;;;;;;;;
14/12/2022;68591;LOCAL;PMN-125;Trujillo,  Perú;Propia;40,00;40,00;100%;1;0;2,174;9:30:00;S/ 25,20;11:50:00;;76943;76962;19;8,74;;;;;;;;;
14/12/2022;68589;LOCAL;DIP-028;Chiclayo, Perú;Propia;1055,85;1054,85;100%;9;1;1,512;9:19:00;S/ 414,39;14:04:00;;98571;98596;25;16,53;;;;;;;;;
14/12/2022;68608;FUNDO;SMG-875;Cajamarca, Perú;Propia;1450,00;1450,00;100%;1;0;9,264;5:30:00;S/ 725,00;12:35:00;;72581;72849;268;28,93;;;;;;;;;
15/12/2022;0;TOTTUS;AKM-892;Piura, Perú;Propia;24,00;24,00;100%;0;0;5,937;7:20:00;S/ 0,00;19:27:00;;144113;144182;69;11,62;;;;;;;;;
15/12/2022;0;TOTTUS;KLM-532;Trujillo,  Perú;Propia;8,00;8,00;100%;0;0;7,032;7:34:00;S/ 0,00;15:04:00;;574304;574399;95;13,51;;;;;;;;;
15/12/2022;0;TOTTUS;M14-016;Chiclayo, Perú;Propia;24,00;24,00;100%;0;0;6,193;7:33:00;S/ 0,00;8:00:00;;192520;192651;131;21,15;;;;;;;;;
15/12/2022;68679;LOCAL;BRL-549;Chiclayo, Perú;Propia;1679,55;1679,55;100%;22;0;2,490;8:34:00;S/ 608,99;12:37:00;;177800;177834;34;13,65;;;;;;;;;
15/12/2022;68692;LOCAL;PMN-125;Trujillo,  Perú;Propia;1099,00;1099,00;100%;4;0;0,835;0:00:00;S/ 419,05;0:00:00;;76962;76983;21;25,14;;;;;;;;;
15/12/2022;0;RECOJO;DIP-028;Chiclayo, Perú;Propia;0,00;0,00;0%;0;0;1,120;15:00:00;S/ 0,00;17:25:00;;98596;98641;45;40,18;;;;;;;;;
15/12/2022;68697;FUNDO;SMG-875;Cajamarca, Perú;Propia;60,00;60,00;100%;1;0;3,250;12:30:00;S/ 24,00;15:20:00;;72849;72949;100;30,77;;;;;;;;;
15/12/2022;68717;LOCAL;SMG-875;Cajamarca, Perú;Propia;4183,00;4183,00;100%;6;0;1,235;16:11:00;S/ 1.525,37;18:21:00;;72949;72987;38;30,77;;;;;;;;;
16/12/2022;68761;LOCAL;DIP-028;Chiclayo, Perú;Propia;3613,60;3493,90;97%;28;3;1,330;10:54:00;S/ 1.472,98;14:51:00;;98641;98677;36;27,07;;;;;;;;;
16/12/2022;68834;LOCAL;DIP-028;Chiclayo, Perú;Propia;1120,82;1120,82;100%;7;0;1,514;16:06:00;S/ 695,33;19:09:00;;98677;98718;41;27,08;;;;;;;;;
16/12/2022;68806;LOCAL;M14-016;Chiclayo, Perú;Propia;2128,00;2128,00;100%;8;0;3,506;11:40:00;S/ 830,88;17:14:00;;192651;192719;68;19,40;;;;;;;;;
16/12/2022;68759;LOCAL;SMG-875;Cajamarca, Perú;Propia;1643,13;1622,53;99%;28;1;0,947;9:40:00;S/ 773,40;13:03:00;;72987;73011;24;25,34;;;;;;;;;
16/12/2022;68805;LOCAL;SMG-875;Cajamarca, Perú;Propia;884,60;884,60;100%;4;0;1,459;15:00:00;S/ 397,14;17:00:00;;73011;73048;37;25,36;;;;;;;;;
16/12/2022;68748;FUNDO;KLM-532;Trujillo,  Perú;Propia;11800,00;11800,00;100%;2;0;19,756;0:00:00;S/ 0,00;19:03:00;;574399;574698;299;15,13;;;;;;;;;
16/12/2022;68755;LOCAL;PMN-125;Trujillo,  Perú;Propia;6240,00;6240,00;100%;5;0;2,068;8:11:00;S/ 1.710,50;12:10:00;;76983;77035;52;25,14;;;;;;;;;
16/12/2022;68776;LOCAL;PMN-125;Trujillo,  Perú;Propia;1064,00;1064,00;100%;3;0;0,119;12:54:00;S/ 447,99;13:28:00;;77035;77038;3;25,15;;;;;;;;;
16/12/2022;68809;LOCAL;PMN-125;Trujillo,  Perú;Propia;2397,45;2397,45;100%;11;0;0,875;15:02:00;S/ 862,87;18:33:00;;77038;77060;22;25,14;;;;;;;;;
17/12/2022;0;TOTTUS;AKM-892;Piura, Perú;Propia;0,00;0,00;0%;0;0;13,593;0:00:00;S/ 0,00;0:00:00;;144182;144426;244;17,95;;;;;;;;;
17/12/2022;68876;LOCAL;DIP-028;Chiclayo, Perú;Propia;2444,10;2376,65;97%;22;3;1,906;10:20:00;S/ 1.067,60;14:43:00;;98718;98763;45;23,61;;;;;;;;;
17/12/2022;0;TOTTUS;M14-016;Chiclayo, Perú;Propia;16,00;16,00;100%;0;0;7,903;0:00:00;S/ 0,00;0:00:00;;192719;192904;185;23,41;;;;;;;;;
17/12/2022;68877;FUNDO;SMG-875;Cajamarca, Perú;Propia;63,00;63,00;100%;1;0;7,357;6:00:00;S/ 28,35;11:35:00;;73048;73237;189;25,69;;;;;;;;;
17/12/2022;68902;JAEN;SMG-875;Cajamarca, Perú;Propia;915,00;915,00;100%;1;0;1,168;14:11:00;S/ 338,58;15:45:00;;73237;73267;30;25,68;;;;;;;;;
17/12/2022;68870;LOCAL;PMN-125;Trujillo,  Perú;Propia;1735,70;1735,70;100%;19;0;1,162;10:06:00;S/ 913,30;13:15:00;;77060;77085;25;21,51;;;;;;;;;
19/12/2022;68946;LOCAL;BRL-549;Chiclayo, Perú;Propia;2606,39;2606,39;100%;31;0;2,783;9:18:00;S/ 1.006,11;13:30:00;;177834;177872;38;13,65;;;;;;;;;
19/12/2022;68980;LOCAL;BRL-549;Chiclayo, Perú;Propia;6529,00;6529,00;100%;2;0;3,442;15:40:00;S/ 2.747,99;18:06:00;;177872;177919;47;13,65;;;;;;;;;
19/12/2022;68958;FUNDO;AKM-892;Piura, Perú;Propia;4690,00;4690,00;100%;2;0;6,421;9:46:00;S/ 1.290,09;15:02:00;;144226;144514;288;44,85;;;;;;;;;
19/12/2022;68988;LOCAL;AKM-892;Piura, Perú;Propia;7200,00;7200,00;100%;2;0;0,803;16:52:00;S/ 2.520,00;19:37:00;;144514;144550;36;44,83;;;;;;;;;
19/12/2022;68954;FUNDO;SMG-875;Cajamarca, Perú;Propia;912,50;832,50;91%;19;1;6,990;5:30:00;S/ 692,09;14:01:00;;73267;73450;183;26,18;;;;;;;;;
19/12/2022;68943;LOCAL;DIP-028;Chiclayo, Perú;Propia;809,30;809,30;100%;5;0;1,906;8:50:00;S/ 789,63;11:20:00;;98763;98808;45;23,61;;;;;;;;;
19/12/2022;68953;LOCAL;DIP-028;Chiclayo, Perú;Propia;1652,60;1652,60;100%;3;0;1,567;11:50:00;S/ 796,29;13:50:00;;98808;98845;37;23,61;;;;;;;;;
19/12/2022;68976;LOCAL;DIP-028;Chiclayo, Perú;Propia;3300,00;3300,00;100%;1;0;0,805;15:30:00;S/ 1.386,00;17:38:00;;98845;98864;19;23,61;;;;;;;;;
20/12/2022;69057;LOCAL;DIP-028;Chiclayo, Perú;Propia;5320,00;5320,00;100%;6;0;0,781;8:30:00;S/ 1.330,00;14:18:00;;98864;98882;18;23,06;;;;;;;;;
20/12/2022;69102;LOCAL;DIP-028;Chiclayo, Perú;Propia;1320,00;1320,00;100%;1;0;0,781;15:05:00;S/ 462,00;16:30:00;;98882;98903;21;26,91;;;;;;;;;
19/12/2022;68945;LOCAL;PMN-125;Trujillo,  Perú;Propia;2663,40;2663,40;100%;33;0;0,928;8:46:00;S/ 1.082,33;14:42:00;;77085;77106;21;22,63;;;;;;;;;
19/12/2022;68977;LOCAL;PMN-125;Trujillo,  Perú;Propia;2015,80;2015,80;100%;10;0;1,547;14:45:00;S/ 899,84;17:55:00;;77106;77141;35;22,62;;;;;;;;;
20/12/2022;69058;LOCAL;PMN-125;Trujillo,  Perú;Propia;5200,00;5200,00;100%;5;0;2,057;8:25:00;S/ 1.471,50;12:25:00;;77141;77194;53;25,77;;;;;;;;;
20/12/2022;69098;LOCAL;PMN-125;Trujillo,  Perú;Propia;1381,20;1381,20;100%;20;0;1,087;14:20:00;S/ 1.036,00;17:55:00;;77194;77222;28;25,76;;;;;;;;;
20/12/2022;69107;LOCAL;BRL-549;Chiclayo, Perú;Propia;1306,00;1306,00;100%;5;0;2,368;9:30:00;S/ 519,86;14:16:00;;177919;177968;49;20,69;;;;;;;;;
20/12/2022;69063;LOCAL;BRL-549;Chiclayo, Perú;Propia;5062,00;4748,60;94%;20;2;2,658;15:17:00;S/ 2.066,97;19:00:00;;177968;178023;55;20,69;;;;;;;;;
19/12/2022;68956;FUNDO;KLM-532;Trujillo,  Perú;Propia;10700,00;10700,00;100%;2;0;23,234;4:25:00;S/ 1.200,00;19:25:00;;574698;575028;330;14,20;;;;;;;;;
19/12/2022;68982;LOCAL;SMG-875;Cajamarca, Perú;Propia;3015,10;3015,10;100%;5;0;1,375;15:43:00;S/ 855,05;19:43:00;;73450;73486;36;26,18;;;;;;;;;
20/12/2022;69056;LOCAL;SMG-875;Cajamarca, Perú;Propia;4160,00;4160,00;100%;4;0;1,587;8:18:00;S/ 1.040,00;12:45:00;;73486;73530;44;27,73;;;;;;;;;
20/12/2022;69070;FUNDO;AKM-892;Piura, Perú;Propia;1350,00;1350,00;100%;2;0;14,259;4:59:00;S/ 674,99;17:36:00;;144550;144811;261;18,30;;;;;;;;;
20/12/2022;69099;FUNDO;SMG-875;Cajamarca, Perú;Propia;839,00;839,00;100%;1;0;4,256;14:00:00;S/ 352,38;19:45:00;;73530;73648;118;27,73;;;;;;;;;
20/12/2022;69068;FUNDO;KLM-532;Trujillo,  Perú;Propia;3230,00;3230,00;100%;2;0;24,420;5:00:00;S/ 359,99;21:04:00;;575028;575342;314;12,86;;;;;;;;;
19/12/2022;0;TOTTUS;M14-016;Chiclayo, Perú;Propia;0,00;0,00;0%;0;0;10,243;7:55:00;S/ 0,00;;;192904;193151;247;24,11;;;;;;;;;
